README.md:48: table-row 279 > 200	`--ship-logs`
infra/runbooks/nas.md:128: table-row 222 > 200	`archive pull: rsync failed source=… dest=… returncode=N`
infra/runbooks/nas.md:130: table-row 218 > 200	`archive pull: publishing the verify cost failed path=…`
infra/runbooks/nas.md:132: table-row 442 > 200	`capture pull failed` / `secondary capture pull failed` / `journal pull failed` / `liquidations pull failed` / `panel pull failed` / `reconciled pull failed` / `hot pull failed` / `gate-export failed` / `pull-status write failed`, each `(source=… dest=…), continuing`
infra/runbooks/nas.md:139: section 2638 > 2048	### What to do
infra/runbooks/nas.md:184: section 3838 > 2048	### What to do
infra/runbooks/observability.md:49: section 5419 > 2048	### What to do
infra/runbooks/observability.md:101: table-row 297 > 200	`textfile`
infra/runbooks/observability.md:110: section 2451 > 2048	### What to do
infra/runbooks/observability.md:158: section 2347 > 2048	### What to do
infra/runbooks/observability.md:201: section 2113 > 2048	### What to do
infra/runbooks/observability.md:240: section 2513 > 2048	### What it means
infra/runbooks/observability.md:262: section 5817 > 2048	### What to do
infra/runbooks/observability.md:333: section 3492 > 2048	### The dead-man map
infra/runbooks/observability.md:339: table-row 317 > 200	`capture`
infra/runbooks/observability.md:341: table-row 337 > 200	`engine`
infra/runbooks/observability.md:342: table-row 220 > 200	`nas`
infra/runbooks/observability.md:345: table-row 209 > 200	`ops`
infra/runbooks/observability.md:348: table-row 256 > 200	`ops`
infra/runbooks/observability.md:354: section 2593 > 2048	### What to do
infra/runbooks/observability.md:375: section 3679 > 2048	### What you are seeing
infra/runbooks/observability.md:388: section 4816 > 2048	### What it means
infra/runbooks/observability.md:408: section 5945 > 2048	### What to do
infra/runbooks/ops-node.md:23: section 2083 > 2048	### What it means
infra/runbooks/ops-node.md:35: section 3027 > 2048	### What to do
infra/runbooks/ops-node.md:79: section 2197 > 2048	### What to do
infra/runbooks/ops-node.md:113: section 2378 > 2048	### What it means
infra/runbooks/ops-node.md:130: section 2399 > 2048	### What to do
infra/runbooks/ops-node.md:161: section 2230 > 2048	### What it means
infra/runbooks/ops.md:25: section 3766 > 2048	### What to do
infra/runbooks/ops.md:163: section 3049 > 2048	### What you are seeing
infra/runbooks/ops.md:183: section 3620 > 2048	### What to do
infra/runbooks/ops.md:272: section 3334 > 2048	### What to do
infra/runbooks/ops.md:328: section 2725 > 2048	### What it means
infra/runbooks/ops.md:348: section 2541 > 2048	### What to do
infra/runbooks/ops.md:388: section 2092 > 2048	### What to do
infra/runbooks/order-semantics-verification.md:170: section 2093 > 2048	## 4. Credentials
infra/runbooks/order-semantics-verification.md:239: table-row 237 > 200	4b
infra/runbooks/order-semantics-verification.md:342: section 2339 > 2048	### 7.4 Write it up
infra/runbooks/order-semantics-verification.md:362: section 2620 > 2048	## 8. If something is left resting
infra/scripts/bench-ledger-scan.py:1: file-prose 23.1 > 20
infra/scripts/bench-ledger-scan.py:2: comment-block 24 > 4	"""How long does the reconcile ledger take to scan, at sizes the live one has not reached?
infra/scripts/continuity.py:1: comment-block 21 > 4	"""Exit-bar gap measurement from SEGMENT-TIMESTAMP CONTINUITY.
infra/scripts/continuity.py:1: file-prose 33 > 20
infra/scripts/continuity.py:41: comment-block 9 > 4	# MIN_POOL tolerates only ONE outage-scale interval. From two similar outages upward the pool clears
infra/scripts/continuity.py:61: comment-block 6 > 4	"""(p99.99/p99.9, p99.9/p99), each denominator floored at RATIO_FLOOR_S.
infra/scripts/continuity.py:74: comment-block 7 > 4	"""How many pooled intervals reach p99.99 -- how many data points the threshold rests on.
infra/scripts/continuity.py:86: comment-block 7 > 4	"""A stream's hours read as ONE timeline (D1), not as independent files.
infra/scripts/continuity.py:183: comment-block 8 > 4	"""Print the per-pair continuity table and summary; returns 1 when there is nothing to measure.
infra/scripts/continuity.py:216: comment-block 10 > 4	# Below the bound the p99.99 IS the maximum, so the threshold would be ten times the worst
infra/scripts/continuity.py:259: comment-block 9 > 4	# 00079/D4: two refusal reasons, named separately -- "too small to calibrate" and "calibrated on
infra/scripts/e1b-order-visibility-probe.py:1: file-prose 24.8 > 20
infra/scripts/e1b-order-visibility-probe.py:2: comment-block 26 > 4	"""E1b -- which open-orders call shapes return the resting rows, on the wheel we actually run.
infra/scripts/gap_distribution.py:1: comment-block 19 > 4	"""Pin `--min-gap-seconds` from real cross-host data (spec 00050 Task 12, T0039).
infra/scripts/gap_distribution.py:1: file-prose 23.6 > 20
infra/scripts/gap_distribution.py:49: comment-block 9 > 4	"""Every primary book-silence window the secondary witnessed, across hours BOTH mirrors hold.
infra/scripts/gap_distribution.py:93: comment-block 6 > 4	"""Distribution stats + a suggested `--min-gap-seconds`.
infra/scripts/grafana-push.sh:2: comment-block 35 > 4	# Pushes the committed dashboards, notification templates and alert rules under infra/grafana/ to
infra/scripts/grafana-push.sh:70: comment-block 11 > 4	# One provisioned template object per infra/grafana/notification-templates/*.tmpl, named after the
infra/scripts/grafana-push.sh:95: comment-block 5 > 4	# Slack contact points, the `metrics` and `logs` receivers (T0047). Both deliver to the same
infra/scripts/grafana-push.sh:110: comment-block 5 > 4	# The template-reference half of the read-back verify below, repeated HERE deliberately: that
infra/scripts/grafana-push.sh:162: comment-block 6 > 4	# Read-back verify (T0034): both integrations present with the right name and type, and each still
infra/scripts/grafana-query.py:1: file-prose 25 > 20
infra/scripts/grafana-query.py:2: comment-block 8 > 4	"""Read PromQL from Grafana Cloud with the vaulted service-account token.
infra/scripts/grafana_auth.py:1: comment-block 8 > 4	"""Resolve vaulted credentials for the Grafana scripts.
infra/scripts/grafana_auth.py:1: file-prose 33.8 > 20
infra/scripts/grafana_auth.py:40: comment-block 5 > 4	"""A loader that can read `!vault` scalars, and the secrets it was given.
infra/scripts/kraken-fixture-mint.py:1: file-prose 28.5 > 20
infra/scripts/kraken-fixture-mint.py:2: comment-block 21 > 4	"""Mint the three account ingredients an attended flatten pass needs, on a live Kraken account.
infra/scripts/kraken-fixture-mint.py:93: comment-block 5 > 4	"""What the venue's own AssetPairs row publishes about one pair, read on the run that uses it.
infra/scripts/kraken-fixture-mint.py:123: comment-block 5 > 4	"""What the account already holds, read before anything is planned.
infra/scripts/kraken-fixture-mint.py:135: comment-block 6 > 4	"""Refuse a pair whose Kraken altname differs from its AssetPairs key.
infra/scripts/kraken-fixture-mint.py:155: comment-block 11 > 4	"""The same property as `assert_same_key`, measured from the venue's row instead of remembered.
infra/scripts/kraken-fixture-mint.py:183: comment-block 6 > 4	"""Refuse a leg this script cannot size honestly.
infra/scripts/kraken-fixture-mint.py:197: comment-block 7 > 4	"""One published field, or a refusal. Never a default.
infra/scripts/kraken-fixture-mint.py:214: comment-block 5 > 4	"""This pair's `(key, row)` from the raw listing, resolved by wsname.
infra/scripts/kraken-fixture-mint.py:228: comment-block 6 > 4	"""This pair's floors and steps, off the raw listing that the venue enforces at submit.
infra/scripts/kraken-fixture-mint.py:250: comment-block 8 > 4	"""The smallest quantity clearing BOTH of the venue's floors AFTER flooring, and its notional.
infra/scripts/kraken-fixture-mint.py:373: comment-block 7 > 4	# What the repo holds about id length is one measurement and one claim that cannot both be read
infra/scripts/kraken-fixture-mint.py:411: comment-block 5 > 4	# --------------------------------------------------------------------------------------------
infra/scripts/kraken-fixture-mint.py:419: comment-block 8 > 4	"""The run's own best bid, and the instrument object -- for `cache_instrument` and nothing else.
infra/scripts/kraken-fixture-mint.py:446: comment-block 7 > 4	"""What the account already holds, so a re-run adds nothing it already has.
infra/scripts/kraken-fixture-mint.py:481: comment-block 14 > 4	"""Every non-EUR base the account holds, with the MINT pair's own base judged against its floors.
infra/scripts/kraken-fixture-mint.py:527: comment-block 5 > 4	# `from_str` parses a repr, and a float whose shortest repr runs past the venue's precision
infra/scripts/kraken-fixture-mint.py:584: comment-block 7 > 4	"""Injected the way `run_flatten` injects its readers, so a test can drive the whole path with a
infra/scripts/kraken-order-semantics-probe.py:2: comment-block 68 > 4	"""Kraken adapter order-semantics verification -- the six-probe protocol (spec 00039), run against
infra/scripts/kraken-order-semantics-probe.py:147: comment-block 6 > 4	# The legs Kraken spells two ways -- `AssetPairs` key `XXBTZEUR` against altname `XBTEUR`. The
infra/scripts/kraken-order-semantics-probe.py:170: comment-block 5 > 4	# The two variables carrying the trade credentials. Named here so the refusals can say WHICH is
infra/scripts/kraken-order-semantics-probe.py:227: comment-block 7 > 4	"""The nautilus-trader version `pyproject.toml` pins, or a Refusal naming what is wrong with it.
infra/scripts/kraken-order-semantics-probe.py:378: comment-block 6 > 4	"""True only when the venue rejected the order BECAUSE it would have crossed as post-only.
infra/scripts/kraken-order-semantics-probe.py:403: comment-block 11 > 4	"""Split the submitted client order ids by what the CACHE says about each one now.
infra/scripts/kraken-order-semantics-probe.py:469: comment-block 11 > 4	"""The harness's only way of waiting: a predicate, a deadline, and a continuation.
infra/scripts/kraken-order-semantics-probe.py:610: comment-block 8 > 4	"""The strategy's whole configuration: the probe's order-id tag, and nothing else.
infra/scripts/kraken-order-semantics-probe.py:622: comment-block 14 > 4	"""The six probes, as the callbacks of one strategy.
infra/scripts/kraken-order-semantics-probe.py:761: comment-block 7 > 4	"""Run the next step, or tear down. Every step ends here, and a step that raises is
infra/scripts/kraken-order-semantics-probe.py:998: comment-block 6 > 4	# NEITHER ceiling applies to a POSITION-CLOSING order, and for the same reason: its size is
infra/scripts/kraken-order-semantics-probe.py:1040: comment-block 7 > 4	"""Hand the order to the library and keep only its id. The object is not retained: after
infra/scripts/kraken-order-semantics-probe.py:1112: comment-block 7 > 4	# A FLOOR, never a total -- the same startup-reconciliation cache probe 6 reads, one probe
infra/scripts/kraken-order-semantics-probe.py:1251: comment-block 5 > 4	# The requirement is post-only protection with no fill. WHICH terminal event the adapter
infra/scripts/kraken-order-semantics-probe.py:1502: comment-block 6 > 4	# A FLOOR, never a total. This cache is populated by startup reconciliation, whose order read
infra/scripts/kraken-order-semantics-probe.py:1555: comment-block 16 > 4	"""Whether probe 6's cache read still stands for VENUE truth.
infra/scripts/kraken-order-semantics-probe.py:1580: comment-block 6 > 4	"""Cancel everything this harness submitted that the Cache does not report closed, then
infra/scripts/kraken-order-semantics-probe.py:1618: comment-block 6 > 4	"""The exec client, in the production engine's own shape: MARGIN spot account reporting in
infra/scripts/kraken-order-semantics-probe.py:1648: comment-block 9 > 4	"""The assembled node: trader identity, logging, the two exec-engine knobs, the Kraken data
infra/scripts/kraken-order-semantics-probe.py:2180: comment-block 5 > 4	# Orders are only half the exposure. A buy that filled before the run ended is a
infra/scripts/kraken-order-semantics-probe.py:2224: comment-block 5 > 4	# The only thing that arms faulthandler here: a native abort -- a Rust panic in the adapter, or
infra/scripts/mint-with-vaulted-key.sh:2: comment-block 15 > 4	# Runs the fixture minter with the vaulted Kraken trade credential in its environment and nothing
infra/scripts/mutate-probe.sh:2: comment-block 9 > 4	# The mutate -> measure -> restore cycle with its traps closed (spec 00082 D4). It refuses a dirty
infra/scripts/ops-postverify.sh:37: comment-block 5 > 4	# tape-bars (spec 00087). days_gap catches a day that fell out of the re-scan window unpublished,
infra/scripts/ops_daily.py:1: comment-block 5 > 4	"""The daily operations pass's instrument: reads the fleet, never writes to it.
infra/scripts/ops_daily.py:1: file-prose 22.8 > 20
infra/scripts/ops_daily.py:28: comment-block 6 > 4	"""Import a sibling script by path.
infra/scripts/ops_daily.py:47: comment-block 6 > 4	# What "the source could not be read" actually looks like against a live endpoint. `URLError` alone
infra/scripts/ops_daily.py:111: comment-block 5 > 4	"""(timestamp_ms, line) per state transition.
infra/scripts/ops_daily.py:163: comment-block 8 > 4	# Instances arrive in EVERY state, reason suffix included, so a rule grouped
infra/scripts/ops_daily.py:200: comment-block 9 > 4	# The history writes the state with its REASON attached, so an exact match on
infra/scripts/ops_daily.py:300: comment-block 8 > 4	"""Due-ness computed from state the pass can read, so a Slack reminder that never arrives costs
infra/scripts/ops_daily.py:361: comment-block 6 > 4	# A link the prefix introduces, not any path the description happens to mention: an unprefixed
infra/scripts/ops_daily.py:368: comment-block 5 > 4	# The vocabulary `.claude/rules/operator-facing-text.md` bans from any surface read without the repo
infra/scripts/ops_daily.py:377: comment-block 7 > 4	"""One line per defect in a dead-man check's description, named per check (spec 00107 D5).
infra/scripts/ops_daily.py:517: comment-block 10 > 4	# Presence and freshness, which the alert rules deliberately cannot give -- their absence states are
infra/scripts/ops_daily.py:680: comment-block 6 > 4	"""Every source that could not be read -- the verdict checks and the reminders included.
infra/scripts/ops_daily.py:865: comment-block 6 > 4	# Default-deny. A command is AUTONOMOUS only when it matches one of the shapes enumerated below,
infra/scripts/ops_daily.py:904: comment-block 5 > 4	"""One permitted command: its literal head, the flags it may carry, and how many operands.
infra/scripts/ops_daily.py:1031: comment-block 6 > 4	# `-e`, `--regexp`, `-f` and `--file` are absent, valueless short letter included: each takes
infra/scripts/ops_daily.py:1149: comment-block 9 > 4	# The `docker inspect` guard exists because a READ can surface the trade key; `cat` and `grep` on
infra/scripts/ops_daily.py:1182: comment-block 9 > 4	"""Every path a content head names must sit under a read-safe root, absolute and traversal-free.
infra/scripts/ops_daily.py:1219: comment-block 5 > 4	"""Every backtick span, or -- when there is none -- the whole text as one command.
infra/scripts/ops_daily.py:1229: comment-block 6 > 4	"""Drop the stderr redirections, but only as WHOLE tokens.
infra/scripts/ops_daily.py:1242: comment-block 8 > 4	r"""Tokenise into pipeline stages, refusing every metacharacter that is ACTIVE where it stands.
infra/scripts/ops_daily.py:1303: comment-block 11 > 4	"""CLAUDE.md's secrets rule, made structural: an inspect prints only the fields named there.
infra/scripts/ops_daily.py:1355: comment-block 6 > 4	"""Peel what changes WHO runs a command, never what it does; report the host an ssh retargets to.
infra/scripts/ops_daily.py:1389: comment-block 6 > 4	"""Which tier a runbook step falls in. Default-deny: unrecognised is PREPARED, always.
infra/scripts/probe-with-vaulted-key.sh:2: comment-block 12 > 4	# Runs the order-semantics probe harness with the vaulted Kraken trade credential in its environment
infra/scripts/prune-host-images.py:1: comment-block 17 > 4	"""Remove the Docker images a fleet host no longer needs, keeping every digest the pins file records.
infra/scripts/prune-host-images.py:55: comment-block 5 > 4	"""The pins file cannot serve as the authority -- refuse rather than compute a keep-set.
infra/scripts/prune-host-images.py:145: comment-block 6 > 4	"""The `## Current pins` table of the pins file, as rows.
infra/scripts/prune-host-images.py:171: comment-block 5 > 4	# A row stranded BELOW the block -- separated by a stray blank line, an HTML comment, one
infra/scripts/prune-host-images.py:228: comment-block 5 > 4	"""Every digest the file says must survive on `host`, mapped to the rows that say so.
infra/scripts/workspace-transport.sh:2: comment-block 23 > 4	# Transports the full working environment between the workstation and the ops node so work continues
infra/scripts/workspace-transport.sh:260: comment-block 5 > 4	# ~/.claude/ moves except machine-local runtime, caches and auth material. Excludes are ANCHORED to
tests/conftest.py:1: file-prose 29.6 > 20
tests/test_alpha_a1_directions.py:6: comment-block 6 > 4	# sma_gate(window=2): warm-up k=0 -> 0; k=1: mean([100,110])=105, 110>105 -> 1;
tests/test_alpha_b1.py:1: file-prose 24.3 > 20
tests/test_archive_reconcile.py:484: comment-block 5 > 4	# --- T0103: measure the OUTPUT, not the input ----------------------------------------------------
tests/test_archive_reconcile.py:563: comment-block 6 > 4	# --- the double-count: the same seconds in both a "covered" and a "nobody covered" counter ---------
tests/test_archive_reconcile.py:655: comment-block 10 > 4	"""The binding rule of the vectorization: `diff_us / 1e6`, never `diff_us * 1e-6`.
tests/test_archive_reconcile.py:692: comment-block 10 > 4	"""Both wrong units are refused, because with the guard removed they fail in OPPOSITE ways.
tests/test_archive_reconcile_command.py:404: comment-block 6 > 4	"""The end stamp must be a SECOND clock read, taken after the work — not the start value relabelled.
tests/test_archive_reconcile_command.py:546: comment-block 10 > 4	"""`us_view` guards the fleet-dark timeline, which is built in the per-hour loop with NO
tests/test_archive_reconcile_command.py:581: comment-block 8 > 4	"""An empty mirror (no finals at all) has +Inf lag, and it MUST be spelled the Prometheus way.
tests/test_archive_reconcile_command.py:833: comment-block 5 > 4	# --- the pair with the biggest hole and no ledger record at all (T0103) ---------------------------
tests/test_archive_reconcile_command.py:1048: comment-block 8 > 4	# --- the late-mirror trap: a per-stream window is only honest with BOTH mirrors (T0103) ------------
tests/test_archive_reconcile_command.py:1101: comment-block 5 > 4	"""A ledger correction is an appended `state: "correction"` note carrying no counter field, and its
tests/test_archive_reconcile_command.py:1128: comment-block 6 > 4	"""Spec 00096 D1/D4 -- the load-bearing regression, because the booking is a CONTRACT.
tests/test_archive_reconcile_command.py:1196: comment-block 5 > 4	"""D4 -- the metric checks itself: the three label values sum to exactly the
tests/test_archive_reconcile_command.py:1256: comment-block 7 > 4	"""An UNRECOGNIZED verdict, not a missing one. The ledger is append-only and outlives any single
tests/test_archive_reconcile_command.py:1396: comment-block 5 > 4	"""The net under the fingerprint model. The audit re-examines a hour the cache called settled; if
tests/test_archive_reconcile_command.py:1513: comment-block 6 > 4	"""The cache degrades SILENTLY -- `complete` demands every tree-wide pair on both mirrors, so a
tests/test_archive_replay.py:1: comment-block 6 > 4	"""`cli/archive/replay.py` — the canonical book continuity-replay driver (spec 00051 OPS-3) and its CLI.
tests/test_archive_replay.py:277: comment-block 12 > 4	"""`result.output` with ANSI styling removed -- read output through this, never raw.
tests/test_archive_replay.py:322: comment-block 5 > 4	# The CLI's root callback runs `cli.logging.config.configure`, which sets `propagate = False` on
tests/test_archive_replay.py:350: comment-block 7 > 4	"""Neither summary surface present.
tests/test_archive_replay_incremental.py:440: comment-block 5 > 4	"""Plant a lie in one checkpoint row: the thing the audit exists to catch.
tests/test_archive_replay_incremental.py:465: comment-block 7 > 4	"""Plant a lie in the checkpoint; the audit must catch it (spec D6: "its own proof is mandatory").
tests/test_archive_replay_incremental.py:491: comment-block 7 > 4	"""A lie in the identity itself — checkpoint corruption, or overlay bit rot the manifest sweep
tests/test_archive_replay_incremental.py:536: comment-block 5 > 4	"""Patching just the checkpoint makes the audit report a mismatch while the returned results still
tests/test_archive_replay_incremental.py:557: comment-block 7 > 4	"""The lie the audit most needs to catch: an hour the instrument had ALREADY measured as broken,
tests/test_archive_replay_incremental.py:583: comment-block 5 > 4	"""Completeness pin on the compare tuple, by name — because one field in it cannot be pinned
tests/test_archive_replay_incremental.py:672: comment-block 5 > 4	"""Spec D6/F1: the audit samples the REUSED keys only. A pending row is known-stale by
tests/test_archive_scan_cache.py:1: file-prose 24.1 > 20
tests/test_archive_scan_cache.py:169: comment-block 5 > 4	"""Presence must come from `scans`, never from a fresh `stat` — or this is a live wrong-skip.
tests/test_archive_scan_cache.py:290: comment-block 7 > 4	"""`RecursionError` is a `RuntimeError`, which the obvious except tuple misses. The contract is
tests/test_archive_scan_cache.py:429: comment-block 7 > 4	"""`already_minted` is the one per-hour verdict input outside the mirrors.
tests/test_archive_scan_cache.py:469: comment-block 5 > 4	"""The overlay term's blind spot, pinned so the backstop is not mistaken for a replacement.
tests/test_archive_settle.py:1: file-prose 21 > 20
tests/test_archive_settle.py:204: comment-block 6 > 4	# --- total_loss must not fire on a legitimately EMPTY trades hour ---------------------------------
tests/test_archive_settle.py:250: comment-block 8 > 4	# --- the gap-rate signal must exist in DETECT-ONLY, or its alert is a decoration ------------------
tests/test_archive_settle.py:338: comment-block 5 > 4	# --- the venue-silence discriminator (spec 00096) -------------------------------------------------
tests/test_archive_settle.py:507: comment-block 5 > 4	# The survivor of a per-gap dominance rule: 600 s dark, 1,000 s of PERFECTLY HEALTHY traffic on
tests/test_archive_settle.py:536: comment-block 6 > 4	# --- the int64-microsecond derivation (spec 00097 D3) ---------------------------------------------
tests/test_archive_settle.py:624: comment-block 7 > 4	# --- `us_view`: the column-unit guard the hot loop leans on ---------------------------------------
tests/test_benchmark_dynamic_basket.py:1: file-prose 28.6 > 20
tests/test_capture_gap_monitor.py:234: comment-block 7 > 4	# --- T0032(c): a probe that CANNOT MEASURE must not read as healthy ------------------------------
tests/test_capture_prune.py:1: comment-block 5 > 4	"""Segment retention on the capture hosts (spec 00050 D8 — closes T0032's retention half).
tests/test_capture_segment_writer.py:1: file-prose 31.4 > 20
tests/test_capture_segment_writer.py:67: comment-block 7 > 4	"""Pin `_utcnow()` an hour ahead of the events the tests feed, so an ordinary event is plausible and only
tests/test_capture_segment_writer.py:482: comment-block 7 > 4	"""Drive a real hour-10 merge, then restore the on-disk bytes a hard kill at `stage` leaves.
tests/test_capture_segment_writer.py:692: comment-block 5 > 4	# A stray DIRECTORY, not a stray file. `__init__` walks the whole tree and hands every
tests/test_capture_segment_writer.py:907: comment-block 5 > 4	# The clock is the sole witness for a stream's first event — at a cold start, and after an outage longer
tests/test_capture_segment_writer.py:1165: comment-block 5 > 4	# --- T0037: cross-stream quorum — one untrusted `ts` can never rotate the hour ------------------
tests/test_capture_segment_writer.py:1511: comment-block 6 > 4	# The T0037 truncation re-attacked through the oracle itself: a garbage burst on stream A stands its
tests/test_capture_segment_writer.py:1802: comment-block 5 > 4	# Residual (c) — the past-dated fabrication (spec 00103 D5, narrowed by spec 00109 D1): a process's FIRST
tests/test_capture_segment_writer.py:1822: comment-block 6 > 4	# Spec 00109 D1: a mid-hour restart whose FIRST event is a replayed pre-restart print opens the PREVIOUS
tests/test_capture_segment_writer.py:1872: comment-block 5 > 4	# Why `.part`-absence is a sound test for "never captured" (spec 00109 D1): `_commit` unlinks an hour's
tests/test_capture_ws_client.py:403: comment-block 6 > 4	# --- T0102: req_id-correlated resubscribe (observability + prevention) ---------------------------
tests/test_code_prose_citations.py:1: comment-block 6 > 4	"""Guard for `.claude/rules/prose.md`'s resolvable-citation rule.
tests/test_code_prose_citations.py:1: file-prose 22.4 > 20
tests/test_config_selectors_are_parsed.py:1: comment-block 8 > 4	"""No test may pull a value out of a hand-edited config file by substring.
tests/test_config_selectors_are_parsed.py:147: comment-block 5 > 4	"""Compare nodes sitting beside a `.startswith(...)` on the same name.
tests/test_continuity_overlay.py:1: file-prose 24.5 > 20
tests/test_continuity_overlay.py:87: comment-block 7 > 4	"""A canonical/overlay report never prints an exit-bar verdict, even on `report()`'s
tests/test_continuity_overlay.py:145: comment-block 11 > 4	"""The value under `field` on the row starting with `prefix`, located by CHARACTER RANGE from the
tests/test_continuity_overlay.py:197: comment-block 7 > 4	"""The silence threshold is derived per pair from that pair's own spacing, so a `0.0000%` can mean
tests/test_converge_sh.py:69: comment-block 8 > 4	"""Controlling pty attached (so the tty gate opens) but stdin is a PIPE carrying the reply.
tests/test_dashboards_cover_metrics.py:1: comment-block 12 > 4	"""Guard: when an alert fires, the operator must be able to open a picture of what moved -- and the
tests/test_dashboards_cover_metrics.py:1: file-prose 25.3 > 20
tests/test_dashboards_cover_metrics.py:37: comment-block 6 > 4	# `host` LABEL VALUE -> the config.alloy that renders that host's keep-regex. The two capture hosts
tests/test_dashboards_cover_metrics.py:51: comment-block 6 > 4	# Where a producer LIVES -> the hosts that run it, so an unscoped rule over an app family can still
tests/test_dashboards_cover_metrics.py:72: comment-block 7 > 4	# --- Deliberate exclusions ----------------------------------------------------------------------
tests/test_dashboards_cover_metrics.py:142: comment-block 6 > 4	"""The `host` label values `family`'s selectors name in `expr`, or None when any occurrence of
tests/test_dashboards_cover_metrics.py:212: comment-block 7 > 4	# --- What this repo publishes ---------------------------------------------------------------------
tests/test_dashboards_cover_metrics.py:518: comment-block 7 > 4	# A table's frame mixes string label columns with the numeric value, and `fieldConfig.defaults`
tests/test_dashboards_cover_metrics.py:543: comment-block 8 > 4	# `merge` and `joinByField` combine one frame per series, and Grafana suffixes the value column
tests/test_dashboards_cover_metrics.py:680: comment-block 6 > 4	"""Where a panel draws per-series thresholds, the charted series' bar must equal its rule's.
tests/test_data_rebuild.py:178: comment-block 6 > 4	"""A missing `manifest.json` must fail closed, never emit `ohlc_dataset_hash: ""` (T0094).
tests/test_data_rebuild.py:208: comment-block 6 > 4	"""A manifest that EXISTS but cannot be read is the same defect as an absent one (T0094).
tests/test_data_rebuild.py:265: comment-block 5 > 4	"""T0093: the volume floor is a TRAILING 30-day median, so it is only meaningful if the dataset
tests/test_data_rebuild.py:525: comment-block 9 > 4	"""A dataset this node can REBUILD is one it AUTHORS, so it must also be publishable.
tests/test_derivatives_funding.py:239: comment-block 5 > 4	"""The canonical root of a derivatives substrate: the NFS hot mount, else a promoted local copy.
tests/test_derivatives_funding.py:257: comment-block 7 > 4	"""Spec 00110 D7 rules the funding features' input a constant-interval print series, resting that
tests/test_derivatives_oi.py:387: comment-block 5 > 4	"""The canonical root of a derivatives substrate: the NFS hot mount, else a promoted local copy.
tests/test_derivatives_oi.py:436: comment-block 6 > 4	"""Spec 00110 D5's venue-hole counts, pinned so a substrate re-fetch cannot move them silently.
tests/test_docker_build_context.py:1: comment-block 6 > 4	"""Every `COPY` source in the Dockerfile must survive `.dockerignore`.
tests/test_drill_log.py:1: file-prose 28.9 > 20
tests/test_engine_command.py:716: comment-block 5 > 4	"""The converge's real failure shape: the ten `/EUR` series are already on the host from the
tests/test_engine_command.py:756: comment-block 5 > 4	"""Nothing else in the engine arms faulthandler, so without this call a native abort kills the
tests/test_engine_command.py:783: comment-block 8 > 4	"""Why `engine run` passes `file=2` rather than taking the default `sys.stderr`.
tests/test_engine_command.py:817: comment-block 6 > 4	"""A node that cannot finish starting -- a client that never connects, a startup reconciliation
tests/test_engine_command.py:1191: comment-block 5 > 4	"""`run()` drives a real `LiveNode`; every test above drives `_FakeNode`. A name the library has
tests/test_engine_command.py:1211: comment-block 5 > 4	"""The direction the test above cannot cover: a stub OFFERING something the real type lacks
tests/test_engine_concordance.py:63: comment-block 6 > 4	"""D3 (spec 00063): the pass/fail cases above sit at ~1e-7 and 1e-2 -- five orders of magnitude
tests/test_engine_concordance.py:82: comment-block 5 > 4	"""Equal-cardinality dicts with different keys must still fail structurally, not just the
tests/test_engine_concordance.py:203: comment-block 6 > 4	"""D3 (spec 00063): the intra-day test above uses now=09:00, which sits below every plausible
tests/test_engine_concordance.py:219: comment-block 6 > 4	"""The anchor test above uses now=20:35, which is past BOTH the true 20:30 cutoff and a
tests/test_engine_concordance.py:247: comment-block 5 > 4	# Pins the ratified threshold's current value: gate_met is *defined* as streak >=
tests/test_engine_concordance.py:447: comment-block 7 > 4	"""validate_record only ever inspects a SnapshotEntry's declared metadata, never the data it
tests/test_engine_concordance.py:483: comment-block 8 > 4	"""THE KEYSTONE (spec D2). Today's peek fixture above trips n_bars AND last_ts together --
tests/test_engine_concordance.py:588: comment-block 6 > 4	"""D4 (spec 00063): every replay_cycle test above uses exactly one pair, so the multi-pair
tests/test_engine_concordance.py:636: comment-block 9 > 4	# --- the schema straddle: one journal, both schemas, through the REAL replay path ------------------
tests/test_engine_cycle.py:294: comment-block 8 > 4	"""A cycle that cannot price its own forming row is refused rather than journaled with a hole.
tests/test_engine_cycle.py:411: comment-block 5 > 4	"""SCOPE: the builder is STUBBED on both sides here, so this pins the plumbing -- journaling, the
tests/test_engine_cycle.py:895: comment-block 5 > 4	"""The write-first design's whole point (00089 D7): a boundary whose venue-<HH>.json already
tests/test_engine_cycle.py:1062: comment-block 5 > 4	"""The deploy-boundary money defect (spec 00094 D8): the FIRST schema-2 cycle follows a
tests/test_engine_cycle.py:1084: comment-block 5 > 4	# --- D1/D2 through the REAL builder ---------------------------------------------------------------
tests/test_engine_cycle.py:1191: comment-block 9 > 4	"""The round trip with NO stub anywhere: run_cycle journals, and replay_cycle reads those
tests/test_engine_data_socket.py:1: comment-block 9 > 4	"""The engine's Kraken data socket, measured against a loopback venue.
tests/test_engine_data_socket.py:1: file-prose 20.3 > 20
tests/test_engine_data_socket.py:30: comment-block 11 > 4	# The peers the child can script, by mode:
